formation info;type formation info;formation magist ere;Class Code;temps rencontre;capacit e r esolution pb;insertion pro;citoyen num erique;Cet enseignement fait partie des mission;Cet enseignement est utile aux apprentis;facilit e mise en oeuvre;objectifs faciles; a l aise avec les connaissances;enseignement code;d ecision enseignement;coll egues enseignent code;mat eriel pour enseigner;utilisation REL;forum;suivi formation en ligne;suivi MOOC;domaines MOOC;raison non inscription MOOC;ecriture prog;definition pens ee info;prog affichage;prog tri;d eplacement robot;usages num erique;mettre en ligne;niveau classe;ann ees exp;d epartement;genre;option info;bac;DATE_SAISIE;NUMERO
Non;;;;;Tout  a fait d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Occasionnellement;Jamais;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;"CE1;CM1;CE2;CM2";8;74;une femme;Non;Baccalaur eat g en eral ES (anciennement B);03/07/2017 16:12;669
Oui en dehors de ma formation initiale;"MOOC;formation avec des amis coll egues";Non il n en n existe pas dans mon d epartement;Non vous n en n avez pas entendu parler;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Oui avant la rentr ee 2016;de vous-m eme;Non;Plutot non;Assez souvent;Assez souvent;Oui;Oui;"Lettres langues sciences humaines et sociales;Enseignement;Informatique";;Oui le plus long programme comportait plus de 500 lignes;Oui;Oui;Oui;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.);"CE1;CP";25;7;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 16:16;670
Non;;;;;Plutot pas d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas encore mais j ai l intention de le faire; a la suite d une r eflexion collective;;Plutot non;Jamais;Jamais;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;CE2;15;38;une femme;Non;Baccalaur eat g en eral ES (anciennement B);03/07/2017 17:01;671
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Tout  a fait d accord;Oui depuis la rentr ee 2016;de vous-m eme;Non;Plutot oui;Occasionnellement;Jamais;Non;;;;Oui le plus long programme comportait plus de 500 lignes;Oui;Oui;Oui;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CM1;CE2";7;26;un homme;Oui;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 16:57;672
Non;;;;;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Jamais;Jamais;Non;;;;Oui le plus long programme comportait moins de 50 lignes;Oui;Oui;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CE1;CM1;CP;CE2";15;33;un homme;Non;Baccalaur eat g en eral ES (anciennement B);03/07/2017 17:06;673
Non;;;;;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas encore mais j ai l intention de le faire;"de vous-m eme; a la suite d une r eflexion collective";Oui;Plutot oui;Syst ematiquement;Occasionnellement;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CE1;CP";3;26;une femme;Non;Baccalaur eat g en eral ES (anciennement B);03/07/2017 17:09;674
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Oui avant la rentr ee 2016;de vous-m eme;Non;Plutot oui;Assez souvent;Rarement;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Oui;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;CE2;7;74;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 17:51;675
Oui en dehors de ma formation initiale;formation avec des amis coll egues;Non il n en n existe pas dans mon d epartement;;;Tout  a fait d accord;Plutot d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Oui depuis la rentr ee 2016;de vous-m eme;Non;Plutot oui;Assez souvent;Rarement;Oui;Non;;Vous ne connaissez pas;Vous n avez fait que de la programmation en blocs;Non;Non;Oui;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;CE1;17;74;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 18:14;676
Non;;;;;Plutot d accord;Pas d accord du tout;;Pas d accord du tout;;;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot oui;Occasionnellement;Rarement;Oui;Non;;Ils ne correspondent pas  a votre mani ere d apprendre;Oui le plus long programme comportait moins de 50 lignes;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CE1;CP;CE2";10;7;un homme;Non;Baccalaur eat technologique;03/07/2017 18:13;677
Non;;;;;Tout  a fait d accord;Plutot d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Pas d accord du tout;Plutot pas d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Assez souvent;Assez souvent;Oui;Oui;Sciences et technologies;;Oui le plus long programme comportait moins de 50 lignes;Oui;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);Moyenne section;25;74;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 18:25;678
Non;;;;;Tout  a fait d accord;Plutot pas d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Pas d accord du tout;Plutot pas d accord;Pas encore mais j ai l intention de le faire;de vous-m eme;Non;Plutot oui;Syst ematiquement;Jamais;Oui;Oui;"Informatique;Autre";;;Oui;Non;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;CE2;34;26;une femme;Non;Baccalaur eat technologique;03/07/2017 18:23;679
Oui durant ma formation initiale;formation en pr esentiel;Non il n en n existe pas dans mon d epartement;;;Tout  a fait d accord;Plutot d accord;Plutot d accord;Plutot d accord;Tout  a fait d accord;Plutot pas d accord;Pas d accord du tout;Plutot d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Oui;Plutot oui;Assez souvent;Occasionnellement;Oui;Non;;Vous ne connaissez pas;Oui le plus long programme comportait plus de 500 lignes;Non;Oui;Oui;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;"CE1;CP;CE2";5;38;une femme;Oui;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 16:15;680
Non;;;;;Plutot pas d accord;;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Assez souvent;Occasionnellement;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;"CE1;CE2";5;38;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 18:58;681
Non;;;;;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Pas encore mais j ai l intention de le faire; a la suite d une sollicitation institutionnelle;Non;Plutot non;Syst ematiquement;Occasionnellement;Oui;Non;;Vous ne connaissez pas;Oui le plus long programme comportait moins de 50 lignes;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;"Moyenne section;CP;CM2";7;26;une femme;Non;Baccalaur eat g en eral L (anciennement A);03/07/2017 19:51;683
Non;;;;;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas encore mais j ai l intention de le faire;de vous-m eme;;Plutot non;Occasionnellement;Jamais;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;Grande section;15;40;une femme;Non;Baccalaur eat g en eral L (anciennement A);03/07/2017 19:38;684
Non;;;;;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Oui;Plutot oui;Assez souvent;Jamais;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;CE1;18;7;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 20:10;685
Oui en dehors de ma formation initiale;formation en pr esentiel;Non mais il en existe dans mon d epartement;;;Plutot d accord;Plutot pas d accord;Plutot d accord;Tout  a fait d accord;Plutot d accord;Plutot d accord;Tout  a fait d accord;Plutot d accord;Oui depuis la rentr ee 2016; a la suite d une r eflexion collective;Oui;Plutot oui;Assez souvent;Assez souvent;Oui;Oui;"Enseignement;Sciences et technologies";;Vous n avez fait que de la programmation en blocs;Oui;Non;Non;Oui;"Achat en ligne;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"CE1;CP";21;26;une femme;Non;Baccalaur eat g en eral L (anciennement A);03/07/2017 20:31;687
Oui en dehors de ma formation initiale;;Non il n en n existe pas dans mon d epartement;;;Pas d accord du tout;Plutot d accord;Plutot d accord;;;;Plutot pas d accord;Plutot pas d accord;Oui avant la rentr ee 2016;de vous-m eme;Oui;Plutot oui;Assez souvent;Jamais;Oui;Vous ne connaissez pas;;;Oui le plus long programme comportait entre 50 et 500 lignes;Non;;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CM1;CE2";22;26;un homme;Oui;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 20:29;688
Non;;;;;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Plutot d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Oui;Tout  a fait;Occasionnellement;Jamais;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;"CE1;CE2";24;74;une femme;Non;Baccalaur eat g en eral L (anciennement A);03/07/2017 20:38;689
Non;;;;;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot d accord;Tout  a fait d accord;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Oui avant la rentr ee 2016; a la suite d une sollicitation institutionnelle;Oui;Pas du tout;Assez souvent;Rarement;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;CP;14;38;une femme;Non;Baccalaur eat g en eral L (anciennement A);03/07/2017 20:40;690
Non;;;;;Plutot pas d accord;Pas d accord du tout;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Plutot d accord;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Occasionnellement;Occasionnellement;Oui;Non;;Vous ne connaissez pas;Oui le plus long programme comportait moins de 50 lignes;Oui;Non;Non;Oui;"Achat en ligne;Regarder des vid eos";;"Grande section;CP";8;73;une femme;Oui;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 21:27;691
Non;;;;;Plutot pas d accord;Plutot pas d accord;Plutot d accord;;;Plutot d accord;Plutot pas d accord;;Oui depuis la rentr ee 2016;de vous-m eme;Oui;Plutot oui;Syst ematiquement;Rarement;Non;;;;;;;;;;;"CP;CE2";5;74;une femme;Oui;Baccalaur eat g en eral ES (anciennement B);03/07/2017 21:41;692
Non;;;;;Plutot d accord;Plutot d accord;;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;;Jamais;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique";;"Petite section;Moyenne section";25;38;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 22:00;693
Non;;;;;Tout  a fait d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Oui depuis la rentr ee 2016; a la suite d une sollicitation institutionnelle;Non;Plutot oui;Assez souvent;Rarement;Oui;Non;;Vous ne connaissez pas;Oui le plus long programme comportait moins de 50 lignes;Oui;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"Grande section;CP";19;74;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 22:17;694
Non;;;;;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;;;Pas d accord du tout;Plutot pas d accord;;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Oui;Tout  a fait;Assez souvent;Jamais;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;CM1;17;38;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);03/07/2017 22:22;695
Non;;;;;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Pas d accord du tout;;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Occasionnellement;Rarement;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;"CM1;CE2";10;38;une femme;Oui;Baccalaur eat g en eral L (anciennement A);03/07/2017 23:10;696
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Pas encore mais j ai l intention de le faire; a la suite d une sollicitation institutionnelle;Non;Plutot oui;Assez souvent;Rarement;Oui;Non;;Vous ne connaissez pas;Vous n avez fait que de la programmation en blocs;Oui;Oui;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CE1;CM1;CE2;CM2";17;74;une femme;Non;Baccalaur eat g en eral ES (anciennement B);04/07/2017 00:53;697
Oui en dehors de ma formation initiale;formation en pr esentiel;Oui;;;Tout  a fait d accord;Plutot d accord;Plutot d accord;Plutot d accord;Tout  a fait d accord;Plutot d accord;Plutot d accord;Tout  a fait d accord;Oui avant la rentr ee 2016;de vous-m eme;Oui;Plutot oui;Occasionnellement;Rarement;Non;;;;Oui le plus long programme comportait moins de 50 lignes;Oui;Oui;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.);"Grande section;Moyenne section;CP;CE2;CM2";3;74;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);04/07/2017 06:59;698
Non;;;;;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Tout  a fait d accord;Oui avant la rentr ee 2016;de vous-m eme;Oui;Tout  a fait;Rarement;Occasionnellement;Non;;;;Oui le plus long programme comportait plus de 500 lignes;Oui;Oui;Oui;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CM1;CE2";36;38;un homme;Non;Baccalaur eat g en eral L (anciennement A);04/07/2017 08:54;699
Oui durant ma formation initiale;formation en pr esentiel;Non il n en n existe pas dans mon d epartement;;;Tout  a fait d accord;Plutot d accord;Tout  a fait d accord;Plutot d accord;Tout  a fait d accord;Plutot pas d accord;Plutot pas d accord;Tout  a fait d accord;Oui depuis la rentr ee 2016;de vous-m eme;Non;Plutot non;Assez souvent;Tr es souvent;Oui;Oui;Enseignement;;Oui le plus long programme comportait entre 50 et 500 lignes;Oui;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"CE1;CM1;CM2";16;38;une femme;Oui;Baccalaur eat g en eral S (anciennement C D ou E);04/07/2017 09:21;700
Oui en dehors de ma formation initiale;formation en pr esentiel;Non mais il en existe dans mon d epartement;;;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Occasionnellement;Jamais;Oui;Non;;Vous ne connaissez pas;Oui le plus long programme comportait moins de 50 lignes;Non;Oui;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);CE1;4;26;une femme;Oui;Baccalaur eat g en eral L (anciennement A);04/07/2017 12:29;701
